Date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m2),PAR (µmol/m2/s),max. PAR (µmol/m2/s),Tlog (degC),CO2 (ppm)
14-03-2021,979.9239583,5.033263889,279.8015972,0.393194444,72.45013889,8.785,6.290625,2.494097222,4.0025,6.419305556,1224.174514,2.715763889,5.070486111,238.5659722,0.000694444,4.930555556,84.44375,163.9586806,218.1175694,14.53152778,422.4408333
15-03-2021,982.7339583,4.137083333,278.6718056,1.54875,83.58118056,8.247013889,6.843888889,1.402847222,4.343402778,6.964305556,1231.405139,2.433958333,4.355138889,242.0544444,0.015277778,78.40277778,80.19111111,158.1754167,239.1061111,13.99159722,424.9165972
16-03-2021,991.3825,4.075763889,277.9118056,0.396111111,77.30097222,8.209166667,6.2925,1.916736111,3.9575,6.347708333,1242.800069,2.589930556,4.849027778,265.1631944,0.000694444,4.375,121.0735417,230.8277778,395.7347917,13.91854167,422.9770139
17-03-2021,995.3166667,2.065555556,275.5849306,-0.532916667,83.13090278,7.095833333,5.887638889,1.208055556,3.687222222,5.914930556,1257.035833,1.776597222,2.946180556,191.0236111,0.001388889,35.48611111,62.12083333,124.780625,147.9994444,12.26159722,425.5443056
18-03-2021,994.6219444,2.094930556,275.6704861,0.244791667,88.22506944,7.143611111,6.226597222,0.916875,3.903194444,6.261388889,1255.895764,1.366944444,2.294236111,164.8760417,0.002777778,23.88888889,102.0002778,196.6120833,253.5922222,13.48166667,427.80375
19-03-2021,994.1963194,0.465347222,274.0716667,-1.075208333,89.79944444,6.331736111,5.674236111,0.657361111,3.557986111,5.708680556,1263.077361,2.732222222,4.582916667,69.86520833,0.005555556,98.47222222,72.39763889,139.6456944,205.5955556,9.851736111,428.5879861
20-03-2021,999.6461111,-0.922708333,272.2561111,-7.088125,64.26222222,5.770069444,3.594722222,2.175902778,2.239930556,3.596666667,1277.560764,1.839166667,3.082986111,144.2861111,0,0,145.6809722,273.0850694,325.7522917,9.993125,425.7605556
21-03-2021,990.4845139,4.355833333,278.2654861,-0.207152778,72.62229167,8.403402778,6.091388889,2.312361111,3.835138889,6.150972222,1240.56375,2.383541667,4.706527778,245.6561111,0,15.83333333,100.0109722,195.8385417,336.01625,14.08284722,423.4855556
22-03-2021,993.8318056,4.525833333,278.1672917,-0.646736111,70.13965278,8.508611111,5.843958333,2.664583333,3.666111111,5.880208333,1244.097986,1.780833333,3.268819444,241.1540972,0,0,98.66409722,193.723125,277.3159722,15.028125,423.5097917
23-03-2021,997.8168056,4.847569444,278.1709722,1.918680556,81.40895833,8.647152778,7.020138889,1.627152778,4.387638889,7.034861111,1247.057153,1.690208333,2.952708333,251.3513889,0,1.388888889,40.00576389,84.88423611,95.99125,15.29416667,426.7527083
24-03-2021,996.6538889,7.685555556,281.1061806,1.603680556,68.67875,10.945625,6.864513889,4.081458333,4.294791667,6.886875,1233.407153,1.765763889,2.897013889,194.7451389,0,0,194.7499306,363.2385417,381.0574306,18.79625,436.6535417
25-03-2021,993.2018056,8.789027778,282.4910417,2.525416667,68.086875,12.08180556,7.37,4.711319444,4.629166667,7.421180556,1224.285069,1.167708333,2.023472222,180.3913889,0,0,155.6380556,295.3559028,352.7353472,19.60548611,441.0027778
26-03-2021,992.0165972,9.502013889,283.3022222,3.013888889,67.23833333,12.33340278,7.604444444,4.728263889,4.781458333,7.665972222,1219.397083,1.932638889,3.132638889,180.3847222,0,0,168.6429167,314.9515278,406.9820833,20.08777778,441.2102778
27-03-2021,993.1880556,5.544375,279.2434028,2.097083333,79.98652778,9.195138889,7.15875,2.036805556,4.497986111,7.210833333,1238.230903,2.765972222,4.955486111,215.4414583,0.021527778,38.88888889,113.4140972,217.161875,341.9532639,15.66888889,432.938125
28-03-2021,1001.631042,6.068888889,279.0901389,1.580208333,76.26701389,9.960694444,6.891805556,3.068680556,4.291527778,6.880416667,1246.884028,2.313611111,3.675208333,200.20875,0,0,103.6583333,205.4877083,264.0439583,15.89486111,428.9453472
29-03-2021,1002.665764,13.26791667,286.2002778,2.878680556,52.44395833,15.84680556,7.530416667,8.316111111,4.685069444,7.510833333,1216.338403,2.395069444,3.947013889,200.2548611,0,0.902777778,170.850625,329.7358333,404.8843056,22.92513889,429.784375
30-03-2021,1003.979375,12.87236111,285.6988194,0.777569444,51.12020833,16.03465278,6.593888889,9.441111111,4.094583333,6.565347222,1220.377153,1.116805556,2.092777778,168.8835417,0,0,217.8599306,407.0827083,416.8190972,23.61645833,443.0727778
31-03-2021,996.7680556,14.05013889,287.4716667,1.692569444,48.61972222,17.74180556,6.943888889,10.79861111,4.345,6.967430556,1206.744792,1.347222222,2.34625,184.3920139,0,0,215.9319444,405.5391667,419.0020139,24.58590278,444.11125
01-04-2021,991.3071528,12.16083333,286.0261111,4.355138889,62.27097222,14.99104167,8.374166667,6.616527778,5.271458333,8.447986111,1206.940417,2.079583333,3.805277778,147.886875,0,0,151.8529861,291.7292361,350.0042361,22.19597222,447.7236111
02-04-2021,993.6288889,6.147777778,279.8084722,2.391875,78.22916667,9.508263889,7.302013889,2.206527778,4.583472222,7.348263889,1235.933125,1.785416667,3.621527778,183.3058333,0.001388889,47.43055556,99.60486111,194.2207639,263.4354167,16.45,423.3213889
03-04-2021,995.2758333,6.304652778,279.8332639,-2.330694444,57.2925,9.667430556,5.259861111,4.407013889,3.294513889,5.285833333,1238.281667,2.246180556,4.583680556,172.7250694,0,0,160.8053472,301.7975694,454.3797917,16.04381944,422.4050694
04-04-2021,993.8103472,5.233541667,278.8790278,-1.932708333,60.35423611,9.032638889,5.332152778,3.700694444,3.344930556,5.366180556,1241.2525,1.476875,2.841736111,227.563125,0,0,212.5804861,396.068125,469.0290972,16.59881944,428.9690278
05-04-2021,979.3159028,2.276527778,277.0795833,-1.207291667,78.29701389,7.326388889,5.676180556,1.649305556,3.615277778,5.798541667,1236.083333,2.961944444,5.243263889,236.0796528,0.029861111,104.0972222,52.97236111,112.3874306,130.2540278,11.75347222,426.66
06-04-2021,981.038125,1.019444444,275.674375,-3.551736111,72.38076389,6.640625,4.706041667,1.935138889,2.989375,4.797222222,1244.322986,2.577569444,5.048819444,246.7395833,0.00625,62.84722222,179.715625,338.3148611,489.6043056,11.67083333,422.9654861
07-04-2021,985.7415278,1.727708333,276.0084722,-2.532708333,74.17256944,6.954791667,5.105694444,1.847638889,3.228194444,5.179652778,1246.840764,2.909236111,5.624583333,246.7756944,0.000694444,74.375,120.0522917,231.0422917,363.7754861,11.87076389,423.7041667
08-04-2021,994.8661111,2.746180556,276.3020833,-2.895902778,67.07340278,7.488472222,4.941527778,2.546180556,3.096180556,4.967708333,1253.843194,2.643333333,4.822708333,240.75625,0,1.597222222,124.303125,238.4886111,347.3308333,13.03861111,424.0048611
09-04-2021,989.1695139,6.560069444,280.5859722,-2.458263889,55.22770833,10.24215278,5.109236111,5.132430556,3.219027778,5.166111111,1230.004514,2.863958333,4.469444444,203.2694444,0,0,185.6925,352.7065972,399.5933333,16.22972222,426.34375
10-04-2021,986.8020833,7.110763889,281.3268056,4.916597222,86.43590278,10.15229167,8.783611111,1.368541667,5.554930556,8.900138889,1222.493194,1.143611111,1.910347222,149.95,0.007638889,72.01388889,57.47069444,121.1125694,145.6535417,17.91208333,436.9985417
11-04-2021,983.6761806,11.21541667,285.7110417,6.153472222,75.32451389,14.110625,9.511111111,4.599652778,6.037361111,9.670833333,1201.133472,2.485416667,4.246805556,202.9695139,0.027777778,64.93055556,181.85625,351.5633333,437.4754861,21.88895833,430.1027778
12-04-2021,996.8359028,3.054097222,276.4533333,0.180277778,83.02756944,7.665,6.211875,1.453263889,3.885763889,6.232708333,1254.327708,1.745208333,2.975416667,249.0908333,0.022916667,93.19444444,106.2222917,214.2992361,250.3353472,14.09777778,423.900625
13-04-2021,1002.167986,3.085625,276.0646528,-1.090347222,75.61152778,7.736944444,5.642638889,2.094791667,3.509930556,5.630694444,1261.253403,1.614375,3.125555556,222.1841667,0,2.916666667,174.7360417,330.2928472,475.2675694,14.16020833,429.4347917
14-04-2021,1001.280208,2.606805556,275.6561806,-0.904930556,78.63909722,7.44,5.723819444,1.716458333,3.563472222,5.71625,1262.247778,1.372361111,2.587847222,165.394375,0,8.75,160.3990972,308.6998611,404.8354167,13.64659722,431.9977778
15-04-2021,1000.244167,3.318819444,276.4490278,-1.026875,75.42840278,7.809375,5.712777778,2.097083333,3.560833333,5.711458333,1257.67625,2.549375,4.224375,105.2621528,0.000694444,36.38888889,155.7556944,298.1475,375.5236111,13.31125,426.42
16-04-2021,997.7922917,4.324166667,277.6494444,-0.278333333,73.24826389,8.428263889,5.99,2.437777778,3.7425,6.002916667,1249.955625,1.924097222,3.295833333,114.2002083,0,58.75,81.85777778,168.0786806,181.8933333,14.08965278,423.8847222
17-04-2021,995.2961111,5.442013889,278.9677778,0.892847222,72.88138889,9.043194444,6.553333333,2.489652778,4.105763889,6.584861111,1241.494653,1.460972222,2.708472222,192.0925694,0.002777778,28.33333333,75.34486111,154.655,176.9538889,15.9425,425.9917361
18-04-2021,993.2132639,6.459097222,280.1533333,6.050138889,97.25138889,9.686388889,9.416944444,0.269930556,5.918958333,9.481388889,1233.017569,1.220555556,1.967847222,132.1711806,0.015972222,108.4722222,45.75236111,96.4825,114.5828472,16.83263889,435.6875694
19-04-2021,992.7407639,7.67375,281.4095833,5.627152778,88.18861111,10.65229167,9.139444444,1.513194444,5.745902778,9.206319444,1227.318056,1.306805556,2.158333333,155.2583333,0,0,101.0263889,197.2470139,255.5022917,18.33340278,437.2609028
20-04-2021,989.8647222,8.580069444,282.5529861,6.120069444,86.13958333,11.491875,9.480277778,2.011527778,5.978611111,9.577430556,1219.777986,1.373055556,2.489236111,188.4889583,0.007638889,19.375,120.2077778,231.3075,312.8978472,19.33236111,439.9828472
21-04-2021,988.5271528,10.54166667,284.6300694,3.093680556,65.62430556,13.27486111,7.713055556,5.561805556,4.867361111,7.801666667,1210.612639,1.625416667,3.280138889,179.0233333,0,0,269.9839583,501.68625,533.1135417,21.69666667,434.5747222
22-04-2021,995.0322917,6.734444444,280.2829861,-1.6575,56.04763889,9.996736111,5.411666667,4.584791667,3.389861111,5.439375,1236.042847,1.850694444,3.876041667,249.3151389,0,0,218.3022222,410.2457639,598.1872917,17.59819444,423.4068056
23-04-2021,999.4365972,6.540138889,279.735,0.371527778,66.25534722,9.975833333,6.282638889,3.692986111,3.919236111,6.286319444,1242.065625,1.528125,2.897291667,224.6454167,0,0,211.9582639,404.3676389,508.7367361,17.40784722,430.2995139
24-04-2021,998.0329167,6.122638889,279.430625,0.857291667,70.72375,9.703611111,6.507708333,3.196458333,4.065972222,6.520555556,1242.091458,1.836875,3.027638889,128.3663889,0,0,224.3188889,430.3707639,551.9106944,17.03708333,433.6943056
25-04-2021,996.7918056,5.395694444,278.8007639,-0.717847222,66.53229167,9.143958333,5.829305556,3.313611111,3.645972222,5.849027778,1244.017708,2.014652778,3.421180556,102.2815278,0,0,186.9674306,356.0258333,536.5250694,15.87736111,430.3820833
26-04-2021,993.2526389,4.854722222,278.5464583,-4.721319444,52.541875,8.901388889,4.305833333,4.594930556,2.700694444,4.334930556,1242.843958,2.317777778,3.790069444,92.00875,0,0,297.0759722,556.2040278,573.4807639,15.38784722,432.9152778
27-04-2021,985.4383333,7.356527778,281.6888889,-3.500833333,47.80111111,10.7075,4.723263889,5.985,2.986805556,4.793541667,1221.968819,2.413333333,4.124722222,109.1513889,0,0,290.3085417,542.7927083,582.7914583,17.50576389,430.1914583
28-04-2021,979.2205556,11.25409722,286.1203472,-0.680902778,46.89409722,14.26048611,5.842083333,8.418888889,3.720208333,5.966944444,1197.305972,1.722638889,3.057361111,136.4596528,0,0,287.9968056,546.2693056,570.0538889,22.03951389,430.2335417
29-04-2021,977.1529167,11.93923611,286.9807639,4.973472222,63.61097222,14.15673611,8.804375,5.352361111,5.624722222,9.011805556,1190.048264,3.103958333,5.221111111,221.0222222,0.017361111,37.15277778,176.6765278,346.3648611,504.2195833,21.56263889,427.76875
30-04-2021,985.2094444,7.825763889,282.1745139,3.272638889,73.15576389,10.70784722,7.776875,2.931458333,4.924375,7.892638889,1217.909722,1.933125,3.139305556,135.4616667,0,2.569444444,101.9092361,208.0525694,243.1853472,17.78048611,427.4895139
01-05-2021,985.2163889,10.54722222,284.9086111,5.370069444,71.62625,12.88875,8.966041667,3.921041667,5.680694444,9.101111111,1205.70625,1.406388889,2.375277778,86.49951389,0,20.69444444,182.3968056,356.8779167,438.5694444,21.539375,430.6116667
02-05-2021,987.1765972,7.642638889,281.8313194,4.175694444,79.99965278,10.50861111,8.355694444,2.1525,5.285416667,8.468680556,1220.831042,1.824236111,3.582777778,232.9972917,0.072222222,245.625,115.5450694,234.2675694,316.8547222,17.61597222,423.9365972
03-05-2021,991.9405556,8.427569444,282.230625,-0.783888889,54.25416667,11.24576389,5.785347222,5.459375,3.635347222,5.831736111,1224.639028,2.575902778,4.184930556,242.1381944,0,1.041666667,201.1558333,386.2717361,592.4461111,18.46868056,422.3677778
04-05-2021,977.7301389,10.05104167,285.0348611,2.216180556,58.76270833,12.53270833,7.207361111,5.323958333,4.600138889,7.374305556,1199.504861,6.664097222,10.34097222,201.0875,0,0,127.2081944,253.5477778,359.833125,18.05215278,424.9285417
05-05-2021,977.6361111,7.66625,282.6393056,1.712569444,66.81777778,10.55256944,6.949930556,3.603472222,4.434513889,7.109791667,1209.581458,3.735694444,6.712361111,225.925,0.008333333,11.59722222,231.6446528,442.0431944,621.2338194,17.50944444,421.9845139
06-05-2021,980.6020139,6.687916667,281.4104167,1.943472222,72.84513889,9.915763889,7.057430556,2.857986111,4.489722222,7.197986111,1217.483403,3.854722222,5.709652778,210.6361111,0.004166667,42.43055556,163.8202083,319.2253472,490.8356944,16.37791667,422.3413889
07-05-2021,985.0006944,6.513888889,280.8756944,1.902013889,74.05722222,9.749097222,7.063194444,2.685208333,4.475277778,7.174861111,1223.651667,2.068958333,3.984444444,255.3854167,0.007638889,30.97222222,180.2235417,346.211875,528.2760417,17.31118056,423.8619444
08-05-2021,990.5159722,9.490972222,283.4154167,-0.159375,56.02520833,12.6225,6.056805556,6.565347222,3.812430556,6.115277778,1218.562292,2.715,4.403194444,188.3819444,0,0,262.9186111,504.1256944,610.0578472,19.908125,429.2661111
09-05-2021,983.1806944,19.09993056,293.6761806,6.629652778,46.26798611,23.84708333,9.898819444,13.94826389,6.289097222,10.07222222,1168.201944,3.393472222,5.324722222,178.1965278,0,0,299.95125,586.6704861,617.4879167,28.66958333,423.98625
10-05-2021,980.8430556,21.10673611,295.88875,9.220902778,47.93090278,25.75402778,11.68409722,14.07006944,7.442638889,11.91097222,1156.169931,2.352291667,4.200763889,198.7595833,0,0.138888889,255.9084722,505.5625,580.7752083,31.48833333,427.8133333
11-05-2021,979.9614583,16.46541667,291.2977083,12.69770833,79.485625,19.01423611,14.74909722,4.265069444,9.415972222,15.05125,1172.142361,1.990277778,3.661736111,193.4426389,0.025,65.34722222,211.9873611,423.3147222,530.4574306,27.69069444,430.9272222
12-05-2021,982.8963194,11.80625,286.3656944,11.47798611,97.85694444,13.88486111,13.58652778,0.297777778,8.643402778,13.82361111,1195.330764,1.708472222,3.334166667,256.4027778,0.076388889,294.7222222,72.03715278,160.768125,182.9552083,20.91243056,425.3341667
13-05-2021,980.6198611,10.94708333,285.6916667,9.518888889,91.39826389,13.14041667,11.915,1.225625,7.5925,12.15034722,1196.942986,1.292638889,2.301666667,214.8598611,0.0125,111.25,79.96680556,172.2438194,181.423125,20.97520833,422.4411806
14-05-2021,980.48375,12.10590278,286.8676389,10.12423611,88.40944444,14.24722222,12.41069444,1.836111111,7.911111111,12.65784722,1191.710764,1.538125,2.698611111,195.0275,0.020138889,28.40277778,137.0069444,277.4520139,386.5422222,22.303125,427.2679861
15-05-2021,980.0738889,11.11673611,285.9088194,6.821597222,76.94118056,13.46611111,9.922986111,3.542430556,6.32125,10.12430556,1196.594653,3.354722222,5.048125,203.3549306,0,5.277777778,218.9406944,426.7975694,587.8570833,21.03479167,432.5461111
16-05-2021,977.0277083,11.62381944,286.6731944,7.483472222,77.14270833,13.84069444,10.37652778,3.464236111,6.632291667,10.61986111,1190.468889,3.050555556,4.661041667,207.1155556,0.020833333,62.84722222,227.7367361,441.9717361,674.1752778,21.65715278,423.2467361
17-05-2021,978.3964583,11.578125,286.5115972,7.554513889,77.665625,13.79736111,10.42652778,3.370486111,6.656041667,10.65756944,1192.301458,2.829166667,4.567777778,218.494375,0.011111111,17.43055556,231.4047917,454.7502083,676.5296528,21.91652778,422.2249306
18-05-2021,985.2025,11.36361111,285.7290972,7.733402778,78.59784722,13.50659722,10.55569444,2.950555556,6.691875,10.71423611,1201.426944,1.977013889,3.690555556,235.4411111,0.008333333,26.04166667,180.2961806,355.9153472,560.7114583,21.63861111,421.1627778
19-05-2021,989.0163194,11.78944444,285.8409722,6.693263889,73.46881944,14.06194444,9.847777778,4.214305556,6.216597222,9.956875,1204.71,2.015416667,3.730625,252.9586806,0,37.63888889,257.1122917,504.4950694,681.0576389,22.42173611,420.1600694
20-05-2021,991.9170833,11.40076389,285.2122917,7.338333333,78.52854167,13.70493056,10.29229167,3.412291667,6.479166667,10.37541667,1209.704792,1.329166667,2.391666667,218.2280556,0,11.04166667,193.2627083,381.9980556,558.868125,22.255625,425.8872917
21-05-2021,981.6728472,14.04569444,288.7213889,5.798888889,59.71798611,16.28104167,9.276041667,7.004930556,5.897638889,9.447083333,1186.622917,4.724583333,7.2825,205.0118056,0,0,226.5180556,440.1720139,604.9092361,22.86145833,423.4172917
22-05-2021,980.5067361,11.86263889,286.6217361,5.572916667,66.41798611,14.03229167,9.101875,4.930069444,5.794652778,9.283333333,1194.294236,5.185138889,8.320902778,219.3645833,0,9.930555556,252.3860417,493.9714583,503.5374306,21.38722222,419.2695139
23-05-2021,987.67875,11.77368056,285.9351389,5.19,65.18875,13.99701389,8.860138889,5.13625,5.598819444,8.971111111,1203.559931,3.424305556,5.487569444,221.2486111,0,10.27777778,194.8407639,383.1535417,501.86,22.33131944,420.7621528
24-05-2021,986.5779861,14.23527778,288.5035417,5.223402778,59.30659722,17.11729167,8.897152778,8.220833333,5.628333333,9.017083333,1192.318958,2.928958333,4.695347222,175.5313889,0,3.263888889,263.1195833,511.3631944,616.3601389,24.67576389,426.5574306
25-05-2021,987.1700694,10.80618056,285.0077778,4.930625,67.33875,13.02333333,8.709513889,4.313958333,5.506319444,8.822916667,1207.067153,4.745972222,7.765763889,214.9541667,0,9.583333333,214.3996528,419.17375,731.4178472,20.11972222,420.1774306
26-05-2021,986.1902778,9.83375,284.1122917,6.979930556,82.77708333,12.20993056,10.05090278,2.158888889,6.364583333,10.193125,1209.389028,3.658819444,5.536388889,215.0550694,0,71.59722222,103.5652778,213.2767361,297.0759028,18.72388889,421.3047222
27-05-2021,989.190625,9.779513889,283.8098611,8.029375,89.030625,12.169375,10.79020833,1.378888889,6.812638889,10.90673611,1212.9625,3.012222222,4.850555556,227.5326389,0,84.23611111,130.8129861,266.0155556,346.6311806,18.93229167,420.8445833
28-05-2021,995.3230556,12.01729167,285.549375,7.293263889,75.35604167,14.25388889,10.27354167,3.98,6.445555556,10.32208333,1211.243333,1.776319444,3.368194444,221.3770139,0,19.51388889,185.8463889,369.0352083,524.8561806,22.26375,417.6566667
29-05-2021,998.0399306,10.90513889,284.2145139,7.110208333,79.54291667,13.365,10.11569444,3.249027778,6.328402778,10.13555556,1219.466389,1.939930556,3.306736111,119.193125,0,0,260.6311111,510.5850694,715.5217361,21.16659722,426.4954861
30-05-2021,999.3709722,13.22736111,286.4296528,5.720833333,63.54159722,15.54840278,9.225625,6.323263889,5.761805556,9.230625,1211.604236,2.832361111,4.547222222,102.2616667,0,0,319.8509722,621.6050694,772.1150694,22.68798611,423.6250694
31-05-2021,996.2722917,13.71673611,287.1744444,5.090694444,59.53326389,16.34951389,8.800416667,7.549236111,5.513055556,8.833611111,1206.141042,1.774097222,3.035277778,116.4927083,0,0,339.7278472,660.8245139,703.0300694,24.80548611,436.0488889
01-06-2021,992.4147917,15.71243056,289.4947917,7.678333333,61.89868056,18.76243056,10.56236111,8.200763889,6.648263889,10.64486111,1192.462986,1.719444444,2.912986111,110.9107639,0,0,311.6090972,613.2993056,669.45,26.58229167,436.1170833
02-06-2021,991.0527778,19.25694444,293.1592361,8.724236111,55.09993056,23.26666667,11.34430556,11.92243056,7.150555556,11.44625,1175.912569,2.245,3.726458333,144.1290972,0,0,318.0657639,629.0260417,702.3331944,30.45631944,438.25125
03-06-2021,994.1802778,21.90534722,295.5481944,9.750277778,48.626875,27.18708333,12.11875,15.06840278,7.616875,12.19013889,1168.652778,1.8175,3.138541667,166.8125,0,0,293.4821528,579.454375,664.9374306,33.58138889,422.1744444
04-06-2021,994.0059722,20.61541667,294.2707639,13.96708333,67.08388889,24.63229167,16.124375,8.508263889,10.15388889,16.22229167,1171.608819,1.585625,2.558194444,184.5363889,0,5.694444444,168.6057639,342.3353472,449.6231944,32.23277778,440.7940972
05-06-2021,992.5098611,19.16284722,292.9428472,16.87284722,87.69888889,22.58076389,19.295,3.285694444,12.18291667,19.44131944,1174.253056,1.350833333,2.185833333,166.9805556,0,18.54166667,166.6054861,339.5784722,396.3184028,31.13986111,445.7604167
06-06-2021,993.6630556,18.37979167,292.0604167,17.05430556,92.40666667,21.26534722,19.485625,1.780208333,12.28847222,19.60958333,1178.599861,1.485555556,2.578402778,135.9134722,0,19.375,138.9977083,288.6639583,360.6539583,29.96020833,436.8388889
07-06-2021,995.1948611,18.02868056,291.5802778,15.38916667,85.55402778,20.88291667,17.51416667,3.369236111,11.01958333,17.59881944,1182.777847,1.68375,2.957847222,98.90458333,0,0.902777778,179.6850694,360.0985417,468.4927778,29.51791667,419.6633333
08-06-2021,995.3184028,18.79118056,292.3342361,15.21930556,81.43576389,22.12923611,17.34993056,4.779236111,10.91458333,17.43215278,1180.001319,1.437013889,2.536944444,123.5529167,0,0,245.7336111,487.4508333,590.3420833,31.23909722,427.7414583
09-06-2021,994.6650694,19.62659722,293.2254861,15.94777778,80.93694444,23.1575,18.17493056,4.982986111,11.44493056,18.27208333,1175.423889,1.603819444,2.594375,176.6422917,0,47.5,263.9222222,522.2590972,634.3393056,32.28451389,422.1563194
10-06-2021,993.7621528,19.39180556,293.0663889,14.60270833,75.80701389,23.03319444,16.68236111,6.351111111,10.50875,16.78708333,1176.048611,1.518194444,2.690694444,179.9908333,0,0,255.9280556,510.1275,615.6690278,31.79625,435.1786111
11-06-2021,992.0529861,20.99625,294.8190278,13.87875,67.00118056,25.70805556,15.90506944,9.802013889,10.03388889,16.03305556,1168.059514,1.349305556,2.534583333,194.4692361,0,0,323.4967361,646.4471528,703.1246528,34.03694444,441.7624306
12-06-2021,991.37,19.34819444,293.2247222,14.18638889,72.91472222,22.71993056,16.30638889,6.412777778,10.29722222,16.45090278,1173.456597,1.609375,3.361944444,239.5400694,0,1.319444444,192.2483333,390.8049306,571.7204861,30.82125,443.5321528
13-06-2021,998.9914583,15.11444444,288.3475694,7.863888889,63.09423611,17.41347222,10.66270833,6.749930556,6.666180556,10.67395833,1202.472431,1.789652778,3.363333333,184.5980556,0,0,301.0984028,591.7261806,804.1986111,28.05840278,421.1036806
14-06-2021,995.6416667,18.28791667,291.80625,9.845625,61.86930556,22.24645833,12.236875,10.00965278,7.682013889,12.293125,1185.10875,1.428541667,2.490138889,139.9445139,0,0,347.6911111,691.43375,705.1804167,31.43708333,433.6929861
15-06-2021,992.3190278,20.22680556,294.0247222,14.09736111,69.84833333,24.57097222,16.16923611,8.401527778,10.19861111,16.29458333,1171.337569,2.260625,3.557638889,106.30375,0,0,279.1645139,556.5470833,603.3217361,32.24368056,437.5777083
16-06-2021,990.0370833,22.58763889,296.5875694,16.54777778,70.78756944,28.28347222,18.88916667,9.393541667,11.95493056,19.080625,1158.077431,1.936527778,3.145208333,77.09847222,0,0,297.4136111,596.03875,682.2902083,34.67965278,433.9382639
17-06-2021,988.1285417,25.91534722,300.0890278,14.11305556,53.72229167,34.90444444,16.2775,18.62715278,10.31069444,16.471875,1144.189792,1.89125,3.326319444,166.4666667,0,0,337.268125,674.2421528,688.2269444,37.16104167,432.9954167
18-06-2021,987.2696528,26.52826389,300.7795833,13.95881944,49.19743056,36.09340278,16.01833333,20.074375,10.15368056,16.22430556,1140.950764,1.607777778,2.731458333,137.2881944,0,0,324.645625,646.5108333,679.1550694,37.90736111,438.1238194
19-06-2021,987.3784722,24.86395833,299.0983333,17.60854167,66.76256944,32.41013889,20.37805556,12.03270833,12.94138889,20.63944444,1145.428264,1.569027778,2.839861111,173.3997917,0,5.763888889,293.8334722,593.3913889,734.5573611,36.08277778,444.6759722
20-06-2021,983.1106944,24.17576389,298.7780556,17.79597222,70.89645833,30.78229167,20.52659722,10.25597222,13.09159722,20.87930556,1142.914097,1.953055556,3.211875,181.4125,0,5.555555556,185.6582639,378.7673611,451.5936806,35.44486111,440.5388889
21-06-2021,981.4,22.16340278,296.9033333,15.96013889,70.93819444,27.25916667,18.23423611,9.024791667,11.64,18.58048611,1149.705694,3.327152778,5.319027778,209.3134028,0.002083333,41.52777778,334.5340972,680.4588194,727.6088889,33.61180556,424.7522917
22-06-2021,988.2617361,16.17527778,290.3036111,12.98895833,81.76444444,18.47166667,14.99361111,3.479444444,9.491388889,15.17166667,1183.105556,1.797777778,3.068611111,110.5545139,0,0,108.0934028,227.1909722,273.6669444,25.91159722,424.8213194
23-06-2021,993.1353472,16.66840278,290.3893056,13.51659722,81.79736111,19.10354167,15.54895833,3.554444444,9.796944444,15.65673611,1186.721111,2.365625,3.642916667,60.74375,0,33.81944444,123.3114583,258.3402778,337.3480556,25.80104167,424.1466667
24-06-2021,992.5031944,15.69555556,289.4679861,13.07368056,84.85284722,17.88451389,15.10506944,2.779166667,9.521666667,15.21979167,1190.124306,1.634583333,2.694305556,87.87770833,0.001388889,61.73611111,56.92909722,125.2029861,145.7521528,24.96083333,423.0424306
25-06-2021,991.7528472,16.68722222,290.5245139,14.80840278,89.32840278,19.19583333,16.89951389,2.296805556,10.66784722,17.04006944,1184.400833,1.197083333,2.116458333,162.3350694,0.002083333,17.70833333,158.0258333,320.5629861,390.6814583,27.59104167,422.1397222
26-06-2021,992.7534028,18.30513889,292.0629167,13.40416667,76.05444444,21.66152778,15.42006944,6.241736111,9.718194444,15.53152778,1179.852292,1.115902778,1.87125,162.2826389,0,0,186.1959722,372.07625,466.0905556,30.52881944,432.4463889
27-06-2021,991.1119444,20.22263889,294.1234028,12.47208333,64.8175,24.51166667,14.52666667,9.984861111,9.167291667,14.65645833,1170.642222,1.500763889,2.56875,111.8433333,0,0,298.9727083,593.17375,687.5459028,32.83979167,439.0372222
28-06-2021,988.47125,23.72868056,297.8659028,15.42777778,61.54451389,30.27034722,17.60944444,12.660625,11.15763889,17.81666667,1152.338958,1.505277778,2.551180556,129.4806944,0.002083333,3.472222222,249.7122917,506.1266667,625.3495833,35.9675,435.9880556
29-06-2021,985.333125,20.77319444,295.1689583,16.20861111,76.33618056,24.8575,18.47909722,6.378819444,11.74798611,18.75340278,1159.654375,1.782152778,3.177083333,209.3002083,0.008333333,38.61111111,186.3147222,372.4415972,417.7453472,33.024375,423.2318056
30-06-2021,984.1231944,18.40194444,292.8895139,13.33729167,73.20465278,21.31368056,15.36708333,5.947361111,9.770138889,15.61472222,1168.978889,1.808819444,3.372083333,230.0578472,0,2.083333333,137.495625,280.289375,298.8302778,29.95993056,422.4111111
